terminal_voltage,terminal_current,temperature,charge_current,charge_voltage,time,capacity,cycle,SOH
3.584427479,-2.014659603,31.09425499,-1.9982,2.65,1462.125,1.813969389,28,0.906984695
3.581292458,-2.012475188,31.15604202,-1.9982,2.648,1480.609,1.813969389,28,0.906984695
3.578246935,-2.013242638,31.21105018,-1.9982,2.644,1499.141,1.813969389,28,0.906984695
3.575235225,-2.013806946,31.25658067,-1.9982,2.642,1517.656,1.813969389,28,0.906984695
3.57242924,-2.014806767,31.31256516,-1.9982,2.639,1536.234,1.813969389,28,0.906984695
3.569427671,-2.013180424,31.36091094,-1.9982,2.636,1554.813,1.813969389,28,0.906984695
3.566521747,-2.010891306,31.41451483,-1.9982,2.633,1573.328,1.813969389,28,0.906984695
3.563750092,-2.013048938,31.46863732,-1.9982,2.63,1591.859,1.813969389,28,0.906984695
3.560906426,-2.012279742,31.52723094,-1.9982,2.627,1610.469,1.813969389,28,0.906984695
3.558187085,-2.014595596,31.57219651,-1.9982,2.624,1629.016,1.813969389,28,0.906984695
3.555779271,-2.012532799,31.63013598,-1.9982,2.622,1647.578,1.813969389,28,0.906984695
3.552820434,-2.009600177,31.67669609,-1.9982,2.619,1666.172,1.813969389,28,0.906984695
3.550120935,-2.010743043,31.74356215,-1.9982,2.616,1684.703,1.813969389,28,0.906984695
3.547378118,-2.011848148,31.78098615,-1.9982,2.614,1703.406,1.813969389,28,0.906984695
3.544816336,-2.009626355,31.82435384,-1.9982,2.611,1721.969,1.813969389,28,0.906984695
3.542331731,-2.012517522,31.87359219,-1.9982,2.608,1740.719,1.813969389,28,0.906984695
3.539945462,-2.012593291,31.92015212,-1.9982,2.606,1759.281,1.813969389,28,0.906984695
3.537486778,-2.011347113,31.96590748,-1.9982,2.603,1777.969,1.813969389,28,0.906984695
3.535092831,-2.013764958,32.01239393,-1.9982,2.601,1796.672,1.813969389,28,0.906984695
3.532708132,-2.014770998,32.06865485,-1.9982,2.598,1815.469,1.813969389,28,0.906984695
3.530510635,-2.01443768,32.1155054,-1.9982,2.596,1834.156,1.813969389,28,0.906984695
3.52800458,-2.011988251,32.16987428,-1.9982,2.594,1852.953,1.813969389,28,0.906984695
3.525779191,-2.008428875,32.20462872,-1.9982,2.592,1871.688,1.813969389,28,0.906984695
3.523593813,-2.012556468,32.2529209,-1.9982,2.59,1890.438,1.813969389,28,0.906984695
3.521429155,-2.011660155,32.30566276,-1.9982,2.587,1909.156,1.813969389,28,0.906984695
3.519264053,-2.012248568,32.35066351,-1.9982,2.585,1927.922,1.813969389,28,0.906984695
3.517176963,-2.01394692,32.39514519,-1.9982,2.583,1946.609,1.813969389,28,0.906984695
3.515240211,-2.00993052,32.43428745,-1.9982,2.581,1965.453,1.813969389,28,0.906984695
3.512971734,-2.010421688,32.49676737,-1.9982,2.579,1984.281,1.813969389,28,0.906984695
3.510951347,-2.011677379,32.54077487,-1.9982,2.577,2003,1.813969389,28,0.906984695
3.509188653,-2.012539759,32.60506004,-1.9982,2.575,2021.75,1.813969389,28,0.906984695
3.507079332,-2.015438375,32.64237337,-1.9982,2.573,2040.578,1.813969389,28,0.906984695
3.505243672,-2.012185556,32.69364343,-1.9982,2.571,2059.406,1.813969389,28,0.906984695
3.503409399,-2.011489195,32.74477385,-1.9982,2.569,2078.25,1.813969389,28,0.906984695
3.501296179,-2.012060222,32.80310298,-1.9982,2.568,2097.125,1.813969389,28,0.906984695
3.499494397,-2.010392467,32.83596798,-1.9982,2.566,2115.953,1.813969389,28,0.906984695
3.497454729,-2.012115251,32.9016401,-1.9982,2.564,2134.719,1.813969389,28,0.906984695
3.495765266,-2.015948912,32.95237032,-1.9982,2.562,2153.594,1.813969389,28,0.906984695
3.493972745,-2.013839691,33.00504791,-1.9982,2.56,2172.563,1.813969389,28,0.906984695
3.49197947,-2.014300327,33.07069978,-1.9982,2.558,2191.5,1.813969389,28,0.906984695
3.490029261,-2.012069486,33.10754475,-1.9982,2.556,2210.531,1.813969389,28,0.906984695
3.48816826,-2.011933854,33.15861516,-1.9982,2.554,2229.547,1.813969389,28,0.906984695
3.48622084,-2.011885436,33.21368569,-1.9982,2.552,2248.469,1.813969389,28,0.906984695
3.484344665,-2.011638418,33.26476686,-1.9982,2.551,2267.484,1.813969389,28,0.906984695
3.482286563,-2.012928476,33.32677316,-1.9982,2.548,2286.469,1.813969389,28,0.906984695
3.480394162,-2.012912994,33.38866852,-1.9982,2.547,2305.422,1.813969389,28,0.906984695
3.478556881,-2.01331049,33.45234088,-1.9982,2.545,2324.484,1.813969389,28,0.906984695
3.476448097,-2.01279095,33.50155374,-1.9982,2.543,2343.438,1.813969389,28,0.906984695
3.474394867,-2.01212264,33.5559509,-1.9982,2.541,2362.547,1.813969389,28,0.906984695
3.472423667,-2.011885287,33.61193861,-1.9982,2.539,2381.594,1.813969389,28,0.906984695
3.470195089,-2.013086654,33.67800346,-1.9982,2.537,2400.594,1.813969389,28,0.906984695
3.468142805,-2.011645054,33.73887685,-1.9982,2.534,2419.641,1.813969389,28,0.906984695
3.465976584,-2.012282549,33.80067053,-1.9982,2.532,2438.625,1.813969389,28,0.906984695
3.463605515,-2.013592111,33.85881066,-1.9982,2.53,2457.656,1.813969389,28,0.906984695
3.461496071,-2.011892404,33.92795164,-1.9982,2.528,2476.75,1.813969389,28,0.906984695
3.459170421,-2.011014259,33.98436632,-1.9982,2.526,2495.688,1.813969389,28,0.906984695
3.456708794,-2.014110977,34.04383301,-1.9982,2.524,2514.828,1.813969389,28,0.906984695
3.454403461,-2.013502203,34.11124533,-1.9982,2.521,2533.906,1.813969389,28,0.906984695
3.451776192,-2.010841347,34.18459335,-1.9982,2.518,2553,1.813969389,28,0.906984695
3.449138652,-2.01240754,34.26079305,-1.9982,2.516,2572.109,1.813969389,28,0.906984695
3.446620059,-2.013741652,34.31473198,-1.9982,2.514,2591.203,1.813969389,28,0.906984695
3.443819018,-2.013703767,34.40037704,-1.9982,2.511,2610.359,1.813969389,28,0.906984695
3.440766306,-2.014911816,34.47388449,-1.9982,2.508,2629.438,1.813969389,28,0.906984695
3.437970818,-2.011915055,34.54937861,-1.9982,2.505,2648.734,1.813969389,28,0.906984695
3.434747438,-2.009805764,34.6184046,-1.9982,2.502,2667.984,1.813969389,28,0.906984695
3.43174723,-2.010830374,34.68223074,-1.9982,2.499,2687.125,1.813969389,28,0.906984695
3.428281538,-2.013417516,34.76245515,-1.9982,2.496,2706.391,1.813969389,28,0.906984695
3.424780457,-2.011036823,34.84207328,-1.9982,2.492,2725.703,1.813969389,28,0.906984695
3.421185201,-2.015932562,34.90119601,-1.9982,2.489,2745,1.813969389,28,0.906984695
3.41724862,-2.011674583,34.98376195,-1.9982,2.485,2764.25,1.813969389,28,0.906984695
3.413151503,-2.013044412,35.06559346,-1.9982,2.481,2783.547,1.813969389,28,0.906984695
3.40879739,-2.013067222,35.14980943,-1.9982,2.477,2802.813,1.813969389,28,0.906984695
3.404177904,-2.013993426,35.22319808,-1.9982,2.472,2822.031,1.813969389,28,0.906984695
3.39936241,-2.014582724,35.30040724,-1.9982,2.468,2841.422,1.813969389,28,0.906984695
3.394143002,-2.013346758,35.37865838,-1.9982,2.462,2860.734,1.813969389,28,0.906984695
3.388195653,-2.012294274,35.45036281,-1.9982,2.457,2880.125,1.813969389,28,0.906984695
3.381908297,-2.012534844,35.53021809,-1.9982,2.451,2899.516,1.813969389,28,0.906984695
3.374919828,-2.012272933,35.62281653,-1.9982,2.444,2918.891,1.813969389,28,0.906984695
3.3671582,-2.013234876,35.69651433,-1.9982,2.437,2938.219,1.813969389,28,0.906984695
3.358291061,-2.012046874,35.7846538,-1.9982,2.428,2957.641,1.813969389,28,0.906984695
3.348174211,-2.01350053,35.88307269,-1.9982,2.42,2977.188,1.813969389,28,0.906984695
3.336548447,-2.012815957,35.98032942,-1.9982,2.408,2996.656,1.813969389,28,0.906984695
3.323055781,-2.012073803,36.08495989,-1.9982,2.396,3016.094,1.813969389,28,0.906984695
3.307740039,-2.014822069,36.19421875,-1.9982,2.382,3035.609,1.813969389,28,0.906984695
3.289417238,-2.01254173,36.29536942,-1.9982,2.366,3055.063,1.813969389,28,0.906984695
3.268352053,-2.010648472,36.41371405,-1.9982,2.346,3074.734,1.813969389,28,0.906984695
3.243893564,-2.011785435,36.52945255,-1.9982,2.324,3094.219,1.813969389,28,0.906984695
3.215282833,-2.011446581,36.66510467,-1.9982,2.298,3113.844,1.813969389,28,0.906984695
3.181487906,-2.013144839,36.80487949,-1.9982,2.267,3133.5,1.813969389,28,0.906984695
3.14235769,-2.010853233,36.95684097,-1.9982,2.232,3153.016,1.813969389,28,0.906984695
3.095534038,-2.012999986,37.09461579,-1.9982,2.19,3172.609,1.813969389,28,0.906984695
3.0386853,-2.014471139,37.25442903,-1.9982,2.139,3192.219,1.813969389,28,0.906984695
2.966423034,-2.011370469,37.42423566,-1.9982,2.076,3211.906,1.813969389,28,0.906984695
2.865923726,-2.015602973,37.60603589,-1.9982,1.996,3231.594,1.813969389,28,0.906984695
2.715839437,-2.013957727,37.81160199,-1.9982,1.877,3251.203,1.813969389,28,0.906984695
2.471314764,-2.014388919,38.07657426,-1.9982,1.695,3270.922,1.813969389,28,0.906984695
2.941710081,-0.000565633,38.18831138,-0.0006,0,3290.688,1.813969389,28,0.906984695
3.03458418,-0.000233045,37.95653184,-0.0006,0,3310.531,1.813969389,28,0.906984695
3.095277154,-0.000666543,37.66050663,-0.0006,0,3330.438,1.813969389,28,0.906984695
3.140453235,-0.005910528,37.34220516,-0.0008,0,3350.422,1.813969389,28,0.906984695
3.17387718,-0.00308159,37.04434711,-0.0006,0,3370.266,1.813969389,28,0.906984695
3.200867157,-3.06E-05,36.74088793,-0.0006,0,3390.531,1.813969389,28,0.906984695
3.222025773,-0.000146263,36.4068772,-0.0006,0,3410.688,1.813969389,28,0.906984695
4.188051762,0.001590777,23.79768342,-0.0006,0,0,1.802765665,29,0.901382833
4.187277233,-0.001177768,23.79410931,-0.0006,4.203,16.734,1.802765665,29,0.901382833
3.986068533,-2.012063407,23.86639342,-1.9982,3.051,35.625,1.802765665,29,0.901382833
3.964501669,-2.012954266,24.0294496,-1.9982,3.018,53.859,1.802765665,29,0.901382833
3.948638252,-2.013844467,24.21389447,-1.9982,2.997,71.953,1.802765665,29,0.901382833
3.9356956,-2.01488613,24.39857793,-1.9982,2.978,90.125,1.802765665,29,0.901382833
3.924374612,-2.012794043,24.59215409,-1.9982,2.967,108.343,1.802765665,29,0.901382833
3.914476617,-2.010224798,24.77404236,-1.9982,2.959,126.578,1.802765665,29,0.901382833
3.905790358,-2.012075571,24.95542718,-1.9982,2.951,144.734,1.802765665,29,0.901382833
3.897179503,-2.0134753,25.15053629,-1.9982,2.944,163.015,1.802765665,29,0.901382833
3.889538578,-2.013986612,25.32906181,-1.9982,2.937,181.172,1.802765665,29,0.901382833
3.882427067,-2.013615972,25.51157598,-1.9982,2.929,199.312,1.802765665,29,0.901382833
3.875576416,-2.011922774,25.69416353,-1.9982,2.923,217.515,1.802765665,29,0.901382833
3.868969357,-2.010954738,25.86350791,-1.9982,2.918,235.672,1.802765665,29,0.901382833
3.862689263,-2.009796003,26.04035291,-1.9982,2.913,253.843,1.802765665,29,0.901382833
3.856710707,-2.010709249,26.20640817,-1.9982,2.907,272.031,1.802765665,29,0.901382833
3.850595425,-2.013746605,26.36841297,-1.9982,2.902,290.218,1.802765665,29,0.901382833
3.845246996,-2.010803051,26.53097732,-1.9982,2.897,308.437,1.802765665,29,0.901382833
3.839853781,-2.01147042,26.68634013,-1.9982,2.891,326.593,1.802765665,29,0.901382833
3.834519158,-2.012003625,26.85138495,-1.9982,2.886,344.812,1.802765665,29,0.901382833
3.829453199,-2.014902837,27.01518429,-1.9982,2.881,362.953,1.802765665,29,0.901382833
3.824512818,-2.010509371,27.15807112,-1.9982,2.875,381.156,1.802765665,29,0.901382833
3.819524088,-2.013810875,27.31366103,-1.9982,2.87,399.343,1.802765665,29,0.901382833
3.814501054,-2.011834728,27.462655,-1.9982,2.866,417.547,1.802765665,29,0.901382833
3.809025279,-2.011514767,27.61634046,-1.9982,2.861,435.89,1.802765665,29,0.901382833
3.803907108,-2.013100887,27.76812029,-1.9982,2.857,454.093,1.802765665,29,0.901382833
3.798561652,-2.012870908,27.92084864,-1.9982,2.852,472.218,1.802765665,29,0.901382833
3.793473689,-2.014977499,28.06462163,-1.9982,2.847,490.422,1.802765665,29,0.901382833
3.788245864,-2.013238555,28.19051804,-1.9982,2.842,508.672,1.802765665,29,0.901382833
3.782975334,-2.012277631,28.32268095,-1.9982,2.837,526.843,1.802765665,29,0.901382833
3.777413779,-2.011472126,28.44519543,-1.9982,2.832,545.015,1.802765665,29,0.901382833
3.772383306,-2.012471262,28.54813185,-1.9982,2.827,563.218,1.802765665,29,0.901382833
3.767525098,-2.012732825,28.65955513,-1.9982,2.821,581.422,1.802765665,29,0.901382833
3.762532558,-2.012289466,28.75542502,-1.9982,2.817,599.672,1.802765665,29,0.901382833
3.757711334,-2.015397803,28.84418204,-1.9982,2.812,617.953,1.802765665,29,0.901382833
3.752946623,-2.011569795,28.92367369,-1.9982,2.807,636.125,1.802765665,29,0.901382833
3.74847143,-2.013615997,28.99788438,-1.9982,2.803,654.312,1.802765665,29,0.901382833
3.743941706,-2.010756111,29.06065928,-1.9982,2.799,672.718,1.802765665,29,0.901382833
3.739504485,-2.011899632,29.13016586,-1.9982,2.794,690.89,1.802765665,29,0.901382833
3.735024523,-2.016437448,29.16753223,-1.9982,2.789,709.078,1.802765665,29,0.901382833
3.73091882,-2.010358501,29.21258347,-1.9982,2.785,727.406,1.802765665,29,0.901382833
3.726872133,-2.009088612,29.24131308,-1.9982,2.781,745.625,1.802765665,29,0.901382833
3.722615394,-2.017137126,29.26807385,-1.9982,2.777,763.937,1.802765665,29,0.901382833
3.718446697,-2.013087705,29.31023519,-1.9982,2.773,782.25,1.802765665,29,0.901382833
3.7142373,-2.017043905,29.33348351,-1.9982,2.769,800.531,1.802765665,29,0.901382833
3.710530602,-2.008799818,29.36079237,-1.9982,2.765,818.781,1.802765665,29,0.901382833
3.706040699,-2.013709463,29.38923721,-1.9982,2.761,837.078,1.802765665,29,0.901382833
3.702062109,-2.011937666,29.43165998,-1.9982,2.758,855.281,1.802765665,29,0.901382833
3.697702967,-2.004320619,29.45021454,-1.9982,2.754,873.672,1.802765665,29,0.901382833
3.693691223,-2.014490347,29.49758412,-1.9982,2.75,892,1.802765665,29,0.901382833
3.690127421,-2.010728077,29.53979612,-1.9982,2.746,910.203,1.802765665,29,0.901382833
3.685724097,-2.015091359,29.56934314,-1.9982,2.743,928.593,1.802765665,29,0.901382833
3.682021598,-2.012983914,29.61441175,-1.9982,2.739,946.953,1.802765665,29,0.901382833
3.678156123,-2.015686166,29.65465901,-1.9982,2.735,965.281,1.802765665,29,0.901382833
3.674311946,-2.01526559,29.70497872,-1.9982,2.731,983.718,1.802765665,29,0.901382833
3.6700869,-2.011788031,29.74926486,-1.9982,2.727,1002.047,1.802765665,29,0.901382833
3.666523199,-2.013778873,29.79433242,-1.9982,2.723,1020.468,1.802765665,29,0.901382833
3.66271287,-2.013944158,29.8483632,-1.9982,2.72,1038.812,1.802765665,29,0.901382833
3.659025658,-2.012604039,29.89390698,-1.9982,2.716,1057.187,1.802765665,29,0.901382833
3.655322216,-2.013738185,29.94519066,-1.9982,2.713,1075.562,1.802765665,29,0.901382833
3.651219249,-2.013384422,30.00222298,-1.9982,2.709,1093.906,1.802765665,29,0.901382833
3.647676359,-2.015129816,30.05283722,-1.9982,2.705,1112.281,1.802765665,29,0.901382833
3.644156334,-2.013509391,30.11462781,-1.9982,2.702,1130.578,1.802765665,29,0.901382833
3.64037704,-2.012046473,30.17140225,-1.9982,2.698,1148.937,1.802765665,29,0.901382833
3.636736461,-2.012859698,30.24217442,-1.9982,2.695,1167.265,1.802765665,29,0.901382833
3.633274895,-2.01086149,30.29313366,-1.9982,2.691,1185.562,1.802765665,29,0.901382833
3.629682774,-2.012510634,30.35018446,-1.9982,2.688,1203.968,1.802765665,29,0.901382833
3.626603525,-2.013826869,30.39469856,-1.9982,2.685,1222.297,1.802765665,29,0.901382833
3.622609251,-2.012399756,30.45507263,-1.9982,2.681,1240.718,1.802765665,29,0.901382833
3.619449097,-2.014630991,30.51183672,-1.9982,2.678,1259.109,1.802765665,29,0.901382833
3.616125558,-2.012361324,30.57752041,-1.9982,2.674,1277.5,1.802765665,29,0.901382833
3.61264466,-2.011914598,30.63485586,-1.9982,2.671,1295.953,1.802765665,29,0.901382833
3.609313934,-2.011410935,30.68774257,-1.9982,2.668,1314.531,1.802765665,29,0.901382833
3.605984946,-2.013026374,30.73550898,-1.9982,2.665,1332.906,1.802765665,29,0.901382833
3.602752826,-2.012042349,30.80345571,-1.9982,2.662,1351.437,1.802765665,29,0.901382833
3.599641667,-2.01173654,30.84919366,-1.9982,2.658,1369.906,1.802765665,29,0.901382833
3.596156253,-2.0146301,30.91826831,-1.9982,2.656,1388.39,1.802765665,29,0.901382833
3.593108602,-2.011444448,30.97104824,-1.9982,2.652,1406.937,1.802765665,29,0.901382833
3.589727657,-2.013949816,31.02000715,-1.9984,2.649,1425.422,1.802765665,29,0.901382833
3.586881073,-2.01601199,31.08319941,-1.9982,2.646,1443.937,1.802765665,29,0.901382833
3.583547776,-2.015700453,31.13392341,-1.9982,2.643,1462.39,1.802765665,29,0.901382833
3.580741598,-2.011925143,31.18330204,-1.9982,2.64,1480.859,1.802765665,29,0.901382833
3.577633083,-2.013376108,31.24710895,-1.9982,2.637,1499.437,1.802765665,29,0.901382833
3.574817692,-2.010494535,31.28472057,-1.9982,2.634,1517.984,1.802765665,29,0.901382833
3.571864486,-2.012825293,31.35541714,-1.9982,2.632,1536.562,1.802765665,29,0.901382833
3.568798235,-2.012901421,31.40239985,-1.9982,2.629,1555.172,1.802765665,29,0.901382833
3.56605433,-2.013267602,31.45364451,-1.9982,2.626,1573.734,1.802765665,29,0.901382833
3.563182492,-2.012149388,31.50690549,-1.9982,2.623,1592.297,1.802765665,29,0.901382833
3.560369315,-2.014337337,31.57403927,-1.9982,2.621,1610.765,1.802765665,29,0.901382833
3.557541737,-2.013825021,31.60900529,-1.9982,2.618,1629.312,1.802765665,29,0.901382833
3.554749916,-2.013468719,31.65912323,-1.9982,2.615,1647.953,1.802765665,29,0.901382833
3.552238759,-2.012654869,31.70738384,-1.9982,2.612,1666.687,1.802765665,29,0.901382833
3.549498581,-2.012601174,31.77103782,-1.9982,2.61,1685.281,1.802765665,29,0.901382833
3.547055298,-2.010310457,31.82621728,-1.9982,2.607,1703.843,1.802765665,29,0.901382833
3.54439163,-2.013894262,31.86007142,-1.9982,2.605,1722.547,1.802765665,29,0.901382833
3.541690238,-2.011007812,31.92249478,-1.9982,2.602,1741.172,1.802765665,29,0.901382833
3.539320836,-2.011567173,31.96932261,-1.9982,2.6,1759.812,1.802765665,29,0.901382833
3.536969556,-2.011342006,32.02421694,-1.9982,2.598,1778.593,1.802765665,29,0.901382833
3.534467686,-2.012916349,32.06713039,-1.9982,2.595,1797.218,1.802765665,29,0.901382833
3.532103848,-2.011913469,32.11837401,-1.9982,2.592,1815.859,1.802765665,29,0.901382833
3.529713607,-2.010559208,32.16348318,-1.9982,2.59,1834.531,1.802765665,29,0.901382833
3.52770578,-2.01050061,32.20963872,-1.9982,2.588,1853.218,1.802765665,29,0.901382833
3.525386871,-2.014096617,32.26299963,-1.9982,2.586,1871.937,1.802765665,29,0.901382833
3.523026089,-2.011536677,32.31137651,-1.9982,2.584,1890.656,1.802765665,29,0.901382833
3.520928984,-2.009620701,32.35614379,-1.9982,2.582,1909.343,1.802765665,29,0.901382833
3.518789901,-2.012679497,32.40218834,-1.9982,2.579,1927.968,1.802765665,29,0.901382833
3.516672986,-2.010122949,32.44293028,-1.9982,2.577,1946.797,1.802765665,29,0.901382833
3.514804896,-2.011644015,32.4878837,-1.9982,2.575,1965.5,1.802765665,29,0.901382833
3.512602413,-2.011884591,32.54838186,-1.9982,2.573,1984.328,1.802765665,29,0.901382833
3.510741196,-2.009710624,32.59701263,-1.9982,2.571,2003.062,1.802765665,29,0.901382833
3.508516616,-2.013503683,32.6541401,-1.9982,2.569,2021.843,1.802765665,29,0.901382833
3.506623134,-2.012444905,32.71020207,-1.9982,2.567,2040.703,1.802765665,29,0.901382833
3.504781606,-2.012397852,32.75402299,-1.9982,2.565,2059.578,1.802765665,29,0.901382833
3.50257322,-2.011362763,32.7981905,-1.9982,2.564,2078.531,1.802765665,29,0.901382833
3.500732217,-2.010230249,32.85003381,-1.9982,2.562,2097.281,1.802765665,29,0.901382833
3.49891675,-2.011430603,32.89720949,-1.9982,2.56,2116.109,1.802765665,29,0.901382833
3.497225313,-2.011707266,32.95424134,-1.9982,2.558,2134.968,1.802765665,29,0.901382833
3.495338605,-2.013381028,33.00638224,-1.9982,2.556,2153.734,1.802765665,29,0.901382833
3.4933945,-2.013183354,33.06444764,-1.9982,2.554,2172.593,1.802765665,29,0.901382833
3.491657432,-2.015277915,33.11819525,-1.9982,2.552,2191.515,1.802765665,29,0.901382833
3.489744703,-2.01267691,33.16373645,-1.9982,2.55,2210.437,1.802765665,29,0.901382833
3.487690627,-2.011267122,33.22584503,-1.9982,2.548,2229.312,1.802765665,29,0.901382833
3.485539915,-2.009281579,33.28809976,-1.9982,2.546,2248.172,1.802765665,29,0.901382833
3.483804168,-2.012052855,33.33245935,-1.9982,2.544,2267.203,1.802765665,29,0.901382833
3.481956822,-2.013627798,33.38443797,-1.9982,2.543,2286.125,1.802765665,29,0.901382833
3.480020566,-2.012009253,33.44485561,-1.9982,2.541,2305.015,1.802765665,29,0.901382833
3.478035171,-2.011445732,33.50129386,-1.9982,2.539,2323.937,1.802765665,29,0.901382833
3.475828524,-2.010444981,33.55625624,-1.9982,2.537,2342.906,1.802765665,29,0.901382833
3.473742684,-2.009409753,33.62044693,-1.9982,2.535,2361.953,1.802765665,29,0.901382833
3.471804716,-2.011890857,33.67680605,-1.9982,2.533,2380.922,1.802765665,29,0.901382833
3.469782737,-2.012221605,33.73122747,-1.9982,2.531,2400.015,1.802765665,29,0.901382833
3.467477876,-2.014771182,33.79257715,-1.9982,2.529,2418.984,1.802765665,29,0.901382833
3.465362974,-2.013103816,33.87125922,-1.9982,2.526,2438,1.802765665,29,0.901382833
3.462997017,-2.012150872,33.92309176,-1.9982,2.524,2457.156,1.802765665,29,0.901382833
3.460830834,-2.013316949,33.98371531,-1.9982,2.522,2476.172,1.802765665,29,0.901382833
3.458321335,-2.013773608,34.05130905,-1.9982,2.52,2495.343,1.802765665,29,0.901382833
3.456118403,-2.015322317,34.11910947,-1.9982,2.517,2514.437,1.802765665,29,0.901382833
3.453417839,-2.013147384,34.17669566,-1.9982,2.515,2533.562,1.802765665,29,0.901382833
3.450908401,-2.01600434,34.24857906,-1.9982,2.513,2552.812,1.802765665,29,0.901382833
3.448038974,-2.013072455,34.31710687,-1.9982,2.51,2571.984,1.802765665,29,0.901382833
3.445721387,-2.0133401,34.39726848,-1.9982,2.508,2591.047,1.802765665,29,0.901382833
3.442945241,-2.011906095,34.46759245,-1.9982,2.504,2610.125,1.802765665,29,0.901382833
3.440018493,-2.012690297,34.51878945,-1.9982,2.502,2629.312,1.802765665,29,0.901382833
3.436872803,-2.0117669,34.59875589,-1.9982,2.499,2648.515,1.802765665,29,0.901382833
3.433912109,-2.014700357,34.67182678,-1.9982,2.496,2667.64,1.802765665,29,0.901382833
3.430577307,-2.014590116,34.74686249,-1.9982,2.492,2686.953,1.802765665,29,0.901382833
3.42734719,-2.011338346,34.82908547,-1.9982,2.489,2706.25,1.802765665,29,0.901382833
3.423528132,-2.012530272,34.90462088,-1.9982,2.486,2725.468,1.802765665,29,0.901382833
3.419896459,-2.011522094,34.96987308,-1.9982,2.482,2744.718,1.802765665,29,0.901382833
3.416106562,-2.011355282,35.04934848,-1.9982,2.478,2763.937,1.802765665,29,0.901382833
3.411979158,-2.010945816,35.124125,-1.9982,2.474,2783.234,1.802765665,29,0.901382833
3.407568736,-2.010230272,35.20846919,-1.9982,2.47,2802.64,1.802765665,29,0.901382833
3.402904482,-2.011720968,35.27701314,-1.9982,2.466,2821.968,1.802765665,29,0.901382833
3.397983394,-2.014189757,35.35645084,-1.9982,2.461,2841.312,1.802765665,29,0.901382833
3.392375794,-2.011737057,35.44207992,-1.9982,2.456,2860.703,1.802765665,29,0.901382833
3.386593239,-2.01114224,35.51471228,-1.9982,2.45,2880.047,1.802765665,29,0.901382833
3.380077669,-2.013256812,35.58918223,-1.9982,2.444,2899.328,1.802765665,29,0.901382833
3.373053745,-2.0121908,35.67395379,-1.9982,2.437,2918.781,1.802765665,29,0.901382833
3.364844776,-2.014627949,35.7630364,-1.9982,2.43,2938.156,1.802765665,29,0.901382833
3.355488365,-2.012447056,35.86108092,-1.9982,2.421,2957.64,1.802765665,29,0.901382833
3.345147776,-2.014912945,35.95464971,-1.9982,2.412,2977.015,1.802765665,29,0.901382833
3.333081784,-2.013922281,36.04203986,-1.9982,2.4,2996.484,1.802765665,29,0.901382833
3.319293298,-2.01385012,36.13589185,-1.9982,2.388,3015.828,1.802765665,29,0.901382833
3.303350439,-2.011582102,36.2574316,-1.9982,2.373,3035.234,1.802765665,29,0.901382833
3.284413763,-2.011550171,36.35783587,-1.9982,2.356,3054.718,1.802765665,29,0.901382833
3.262565742,-2.011823758,36.48676058,-1.9982,2.336,3074.343,1.802765665,29,0.901382833
3.237318223,-2.015830798,36.61639741,-1.9982,2.313,3093.828,1.802765665,29,0.901382833
3.20749184,-2.012071303,36.74496669,-1.9982,2.286,3113.468,1.802765665,29,0.901382833
3.172629304,-2.015059191,36.88571955,-1.9982,2.254,3132.968,1.802765665,29,0.901382833
3.131702953,-2.010067281,37.02924723,-1.9982,2.217,3152.562,1.802765665,29,0.901382833
3.082030548,-2.012022598,37.18249646,-1.9982,2.172,3172.281,1.802765665,29,0.901382833
3.021883748,-2.011180468,37.34195382,-1.9982,2.119,3191.89,1.802765665,29,0.901382833
2.944767899,-2.011614277,37.52049687,-1.9982,2.053,3211.453,1.802765665,29,0.901382833
2.834003622,-2.010915499,37.71927405,-1.9982,1.965,3231.109,1.802765665,29,0.901382833
2.661390331,-2.009833491,37.93152653,-1.9982,1.834,3250.922,1.802765665,29,0.901382833
3.027399045,0.000218967,37.99854112,-0.0006,0.001,3270.734,1.802765665,29,0.901382833
3.113494306,0.003790104,37.75004681,-0.0004,0,3290.578,1.802765665,29,0.901382833
3.167778721,7.21E-05,37.4359903,-0.0006,0,3310.468,1.802765665,29,0.901382833
3.204892479,-0.001018399,37.12406036,-0.0006,0,3330.265,1.802765665,29,0.901382833
3.233045703,-6.51E-06,36.80682454,-0.0006,0,3350.25,1.802765665,29,0.901382833
3.255291668,-0.002812799,36.49140566,-0.0006,0,3370.265,1.802765665,29,0.901382833
3.274206103,0.000341843,36.17445759,-0.0008,0,3390.515,1.802765665,29,0.901382833
3.290082794,-0.004012055,35.8741726,-0.0008,0,3410.718,1.802765665,29,0.901382833
4.187667484,-0.000675584,23.80130099,-0.0006,0,0,1.80407704,30,0.90203852
4.187477108,-0.002548186,23.80230752,-0.0006,4.203,16.734,1.80407704,30,0.90203852
3.985936113,-2.014275574,23.86622619,-1.9982,3.049,35.625,1.80407704,30,0.90203852
3.96404067,-2.011311778,24.03154716,-1.9982,3.016,53.844,1.80407704,30,0.90203852
3.948367416,-2.012125192,24.21687089,-1.9982,2.995,71.953,1.80407704,30,0.90203852
3.935424424,-2.015749651,24.40511264,-1.9982,2.973,90.156,1.80407704,30,0.90203852
3.924176598,-2.012081056,24.58152046,-1.9982,2.963,108.375,1.80407704,30,0.90203852
